	0
 0.11225089 0.11227119 0.11227372 0.11228134 0.11228895 0.11230418
 0.11230926 0.11232195 0.11233211 0.11234227 0.11235244 0.11235752
 0.1123626  0.11236768 0.11238548 0.11239565 0.11240582 0.11242108
 0.1124338  0.11244144 0.11246944 0.11247453 0.11248726 0.11249236
 0.1125051  0.11251019 0.11252038 0.11252803 0.11253568 0.11255097
 0.11256372 0.11257393 0.11258413 0.11259179 0.11261731 0.11262752
 0.11264029 0.11264795 0.11266328 0.11266584 0.11267861 0.11268884
 0.1126965  0.11270417 0.11271185 0.11271952 0.11272975 0.11273742
 0.11275533 0.11276045 0.11277837 0.11278861 0.11279373 0.11280654
 0.11281935 0.11283216 0.11283729 0.11284754 0.11285779 0.11287061
 0.11288344 0.11288857 0.11289883 0.11290652 0.11291679 0.11292449
 0.11293219 0.11293989 0.1129476  0.11295016 0.11296044 0.11297842
 0.11298613 0.11299127 0.11300412 0.11302211 0.1130324  0.11304011
 0.11304783 0.1130607  0.11306841 0.11308128 0.1130993  0.11312763
 0.11313536 0.11314825 0.11316371 0.11316886 0.11318691 0.11319207
 0.11320239 0.11321271 0.11321787 0.11322303 0.11323335 0.11326175
 0.11327208 0.11328757 0.11329532 0.11330049 0.11331083 0.11331858
 0.11332634 0.11334185 0.11334961 0.11336771 0.11337548 0.11338324
 0.11339359 0.11340653 0.11342466 0.11343502 0.1134402  0.11346351
 0.11347129 0.11348166 0.11349203 0.11349981 0.11350499 0.11351018
 0.11352574 0.11353093 0.1135439  0.1135465  0.11355429 0.11356986
 0.11359063 0.11360362 0.11362181 0.1136374  0.1136452  0.1136712
 0.11368421 0.11369202 0.11370763 0.11371283 0.11373887 0.11374668
 0.11375189 0.1137571  0.11376491 0.11376752 0.11377533 0.11378055
 0.11379879 0.11380922 0.11383008 0.1138353  0.11385356 0.113864
 0.11387444 0.11389271 0.11390577 0.11391099 0.11392405 0.1139345
 0.11394495 0.11395541 0.11397109 0.1139894  0.11399986 0.11402079
 0.11403911 0.11404697 0.11405744 0.11406006 0.11407839 0.11408363
 0.11409411 0.11410984 0.11412557 0.11414392 0.11415441 0.11416228
 0.11416753 0.1141754  0.11419115 0.11419902 0.11421215 0.11422528
 0.11424104 0.11424629 0.11425155 0.11425417 0.11426731 0.11427783
 0.11429097 0.11429623 0.11430412 0.11431727 0.1143199  0.11434621
 0.11435148 0.11435411 0.11435674 0.11436464 0.11438044 0.11439097
 0.11439888 0.11440678 0.11442259 0.11442786 0.1144384  0.11444631
 0.11445159 0.11445686 0.11446741 0.11450434 0.11450962 0.11451754
 0.11452282 0.11453338 0.11454923 0.11455187 0.11456772 0.11457565
 0.11460208 0.11461794 0.11462852 0.11464439 0.11466027 0.11466556
 0.11469203 0.11470527 0.11471322 0.11472116 0.11472911 0.11474501
 0.11477417 0.11477947 0.11479008 0.11479804 0.114806   0.11480865
 0.11483519 0.11484315 0.11484581 0.1148644  0.11487236 0.1148883
 0.11489096 0.11490425 0.11491754 0.11493083 0.11493881 0.11495742
 0.11497073 0.11497871 0.11498935 0.11500799 0.1150213  0.11503195
 0.11504527 0.11506392 0.11505142 0.11505675 0.11506475 0.11507808
 0.11509141 0.11510208 0.11511275 0.11512609 0.11513943 0.11516079
 0.11517414 0.11519551 0.11520085 0.11520887 0.11521689 0.11522758
 0.11524095 0.11524629 0.11527304 0.11528374 0.11530783 0.11531854
 0.11533192 0.11534264 0.11534799 0.11535067 0.11536407 0.11537747
 0.11538551 0.11539355 0.11540159 0.11540696 0.11542305 0.11542841
 0.11544451 0.11545256 0.11546061 0.11546598 0.11548209 0.11549014
 0.11550357 0.11552237 0.11553044 0.11554118 0.11554925 0.11557076
 0.11557614 0.11559227 0.11560303 0.11560842 0.11562456 0.11563264
 0.11565687 0.11567573 0.11567842 0.11570267 0.11571076 0.11571615
 0.11572963 0.11574042 0.1157593  0.11578628 0.11579168 0.11579708
 0.11581058 0.11582408 0.11583759 0.1158538  0.1158565  0.11586731
 0.11587002 0.11587542 0.11588353 0.11589164 0.11589976 0.11590787
 0.11591599 0.11592681 0.11593493 0.11595116 0.1159647  0.11597011
 0.11597282 0.11598907 0.11601074 0.11601887 0.11603785 0.11604598
 0.11605411 0.11607039 0.1160731  0.11608124 0.11608666 0.1160948
 0.11610023 0.11611109 0.1161138  0.11612466 0.11612737 0.11613823
 0.11614367 0.11615453 0.11616268 0.11616811 0.11617898 0.11618442
 0.11618713 0.11619257 0.11620073 0.11620616 0.11622248 0.11623064
 0.11624424 0.11625512 0.11626601 0.11628506 0.1162905  0.11630412
 0.11632319 0.11633408 0.11634226 0.11635861 0.11636406 0.11637769
 0.1163886  0.11640497 0.11641588 0.11642407 0.1164459  0.11647048
 0.1164978  0.11650053 0.11651146 0.11652239 0.11652786 0.116547
 0.11656341 0.11657982 0.11660446 0.11661541 0.1166291  0.11663184
 0.11664553 0.11665923 0.11667567 0.11668938 0.11669486 0.11671405
 0.11673051 0.116736   0.11674149 0.11674697 0.11675246 0.11676619
 0.11677717 0.11678815 0.11680463 0.11681287 0.11681562 0.11682386
 0.11683485 0.11685134 0.11685959 0.11687334 0.11689534 0.11690084
 0.1169146  0.11692011 0.11693662 0.11694213 0.11694488 0.11695314
 0.11696416 0.11698069 0.11699171 0.11700273 0.11702754 0.11704133
 0.11705512 0.1170634  0.1170772  0.11708547 0.11709928 0.1171048
 0.11711032 0.11712413 0.1171407  0.11716281 0.1171711  0.11718492
 0.11719045 0.11721534 0.11722364 0.11723747 0.11725408 0.11726238
 0.11727623 0.11728453 0.11729838 0.11730669 0.11731778 0.11732886
 0.11733163 0.11733718 0.11735658 0.1173649  0.11738154 0.11740096
 0.11740651 0.1174315  0.11743705 0.11745927 0.11747593 0.11749817
 0.11750929 0.11753431 0.11754544 0.11756213 0.11757326 0.11758161
 0.11758718 0.11759553 0.11759831 0.11760667 0.11762338 0.11764009
 0.11766517 0.11767911 0.1176819  0.11769584 0.11770142 0.11771816
 0.11772374 0.11773769 0.11775165 0.11775723 0.11777957 0.11778795
 0.11779912 0.11780471 0.1178103  0.11783545 0.11784943 0.11787181
 0.117883   0.11791098 0.11791378 0.11792218 0.11793338 0.11794458
 0.11795578 0.11795858 0.11796979 0.1179838  0.11800903 0.11801464
 0.11802585 0.11803988 0.11804268 0.11805671 0.11805952 0.11807074
 0.11807916 0.11809601 0.11810443 0.11811567 0.11812409 0.11813533
 0.11814095 0.11814938 0.11815781 0.11816625 0.11817749 0.11818874
 0.11821124 0.1182225  0.11823938 0.11825346 0.11827035 0.11828725
 0.11829289 0.11830416 0.11830979 0.11831825 0.11832952 0.1183549
 0.11836054 0.11837182 0.11837746 0.11838875 0.11839439 0.11840004
 0.11840568 0.11841415 0.11843109 0.11843956 0.11844239 0.11845086
 0.11845651 0.11846216 0.11847064 0.11847346 0.11847912 0.11849042
 0.11849608 0.11852435 0.11853001 0.11853849 0.11856113 0.11856962
 0.11857528 0.11858378 0.11859793 0.1186036  0.11861776 0.11862342
 0.11862909 0.11863192 0.11864326 0.11865743 0.11866593 0.11868011
 0.11869145 0.11871699 0.11873685 0.11874821 0.11875389 0.11875672
 0.1187624  0.11876524 0.11878228 0.11879081 0.11879649 0.11880786
 0.11881922 0.11882491 0.11883059 0.11883628 0.11884765 0.1188505
 0.11886756 0.11887041 0.11887894 0.11888179 0.11888748 0.11890171
 0.11891025 0.11893018 0.11893587 0.11894727 0.11895296 0.11897006
 0.11898146 0.11900426 0.11900997 0.11901852 0.11903278 0.1190499
 0.11906417 0.11906988 0.11907273 0.11908701 0.11910414 0.11912699
 0.11915557 0.11915843 0.1191813  0.11918988 0.11920132 0.11920991
 0.11922994 0.11923853 0.11924711 0.11927288 0.11927861 0.11929007
 0.1192958  0.119313   0.11932733 0.11934166 0.11934453 0.119356
 0.11936174 0.11938182 0.11939617 0.11941913 0.11943349 0.11944211
 0.1194536  0.11946796 0.11948233 0.11948808 0.1194967  0.1195082
 0.11951971 0.11953697 0.11955135 0.11957725 0.11958877 0.11960317
 0.11961757 0.11963486 0.11964927 0.11966368 0.11966945 0.11967521
 0.11968963 0.1196954  0.11970982 0.11972425 0.11973291 0.11975023
 0.11976467 0.11977622 0.119782   0.11979644 0.11981667 0.11982823
 0.11985425 0.11986293 0.11987161 0.1198774  0.11986194 0.11986483
 0.11987351 0.11988798 0.11989667 0.11990535 0.11992272 0.11993721
 0.11995169 0.11995749 0.11997777 0.11998937 0.11999807 0.12001547
 0.12002997 0.12003868 0.12005028 0.1200735  0.12007641 0.12008512
 0.12009964 0.12011126 0.12012869 0.1201345  0.12013741 0.12014904
 0.12015776 0.12018393 0.12018975 0.1202072  0.12021593 0.12022175
 0.12022466 0.12023049 0.12024213 0.12025378 0.12026834 0.12027417
 0.12029165 0.12030913 0.12031788 0.12033828 0.12034412 0.1203587
 0.12037037 0.12038204 0.12039955 0.12040831 0.12041999 0.12042583
 0.12043459 0.12044336 0.1204492  0.12045796 0.12046381 0.12047842
 0.12048719 0.12049888 0.12050766 0.12051643 0.12052813 0.12054276
 0.12054568 0.12056617 0.12057495 0.12059838 0.12061009 0.12062181
 0.12062474 0.12063353 0.12064232 0.12065112 0.12065405 0.12065698
 0.12067457 0.12068044 0.12068924 0.1207039  0.12072444 0.12072738
 0.12074206 0.1207538  0.12076848 0.12078317 0.12079492 0.12079786
 0.1208008  0.12081843 0.12083019 0.12083901 0.12085666 0.12086842
 0.12088313 0.12088902 0.12089196 0.12090079 0.12091551 0.12093318
 0.12094201 0.12096558 0.12096853 0.12098326 0.12099505 0.1210039
 0.12101864 0.12102454 0.12103044 0.12103929 0.12104519 0.12105994
 0.1210629  0.12107765 0.12108946 0.12109832 0.12110423 0.12110718
 0.12113081 0.12113672 0.12116628 0.12117219 0.12118106 0.12120473
 0.12121656 0.12122544 0.12123136 0.12124615 0.12125208 0.12125504
 0.1212728  0.12127576 0.12128465 0.12130835 0.12131428 0.12132317
 0.12133799 0.12134392 0.12136171 0.12136765 0.12138248 0.12139138
 0.12139435 0.12140919 0.12141512 0.121427   0.12142997 0.12143888
 0.12145076 0.12145373 0.12146264 0.12147155 0.12147452 0.12148047
 0.12149235 0.12150425 0.12151019 0.12151316 0.12152208 0.1215429
 0.12156076 0.12156671 0.12157564 0.12158159 0.12159945 0.12160541
 0.12161434 0.12163817 0.12165605 0.12165903 0.12167095 0.12167394
 0.12168884 0.12170375 0.12170972 0.12171569 0.12172464 0.12174254
 0.12175747 0.12176941 0.12177837 0.12178733 0.12179927 0.1218172
 0.12182318 0.12183812 0.12184709 0.12185008 0.12185905 0.12187999
 0.12189195 0.12190093 0.12190392 0.12191888 0.12193385 0.12194583
 0.12195781 0.1219638  0.12197878 0.12199975 0.12200875 0.12201774
 0.12203573 0.12205073 0.12205673 0.12206573 0.12207473 0.12209874
 0.12210775 0.12211976 0.12212577 0.12213778 0.12214379 0.1221498
 0.12215881 0.12216783 0.12217985 0.12218586 0.12219488 0.1222009
 0.12221293 0.12223097 0.12223699 0.12225204 0.1222701  0.12227612
 0.12228214 0.12228515 0.12231226 0.1223213  0.12232732 0.12233938
 0.12234239 0.12235143 0.12236048 0.12237254 0.12238159 0.12239063
 0.1224027  0.12241779 0.12243288 0.12244194 0.12245099 0.12246609
 0.12247515 0.12250537 0.12251745 0.12253862 0.12254164 0.12255374
 0.12255979 0.12256584 0.12259307 0.12260517 0.12261426 0.12262637
 0.12264454 0.12265363 0.12266877 0.12268393 0.12269302 0.12270212
 0.12270818 0.12272031 0.12273244 0.12273851 0.12275368 0.12276582
 0.12277189 0.12278403 0.12279314 0.12281439 0.12281743 0.12282351
 0.12284174 0.12284477 0.12285693 0.12286605 0.12288429 0.12289646
 0.12291166 0.12292079 0.12293296 0.12293601 0.12294209 0.12296036
 0.12298472 0.12299081 0.12301214 0.12303347 0.12304567 0.12307006
 0.12307616 0.12308531 0.12309141 0.12310362 0.12311277 0.12311583
 0.12311888 0.12312498 0.12312804 0.12314636 0.12314941 0.12316163
 0.12318607 0.12319829 0.12321663 0.12322275 0.12322581 0.12324416
 0.12324721 0.12325333 0.12325639 0.12326557 0.12327475 0.12328699
 0.12329311 0.1233023  0.12331761 0.12332373 0.12332986 0.12333905
 0.12334824 0.12336662 0.12337275 0.12338501 0.12340034 0.12340648
 0.12341261 0.12342795 0.12345249 0.12345863 0.12347091 0.12348933
 0.1235139  0.12352005 0.12353848 0.12354463 0.12355078 0.12356615
 0.12357845 0.12359383 0.1235969  0.12360613 0.12361229 0.12362152
 0.12363999 0.12364614 0.1236677  0.12368002 0.12368926 0.12370774
 0.12371083 0.12372316 0.12373857 0.12374782 0.1237509  0.12376016
 0.12377558 0.12380335 0.12380952 0.12382187 0.12384349 0.12385275
 0.12385893 0.12386511 0.12387438 0.12388056 0.12389292 0.1239022
 0.12390838 0.12391765 0.12392384 0.12393002 0.1239393  0.12394858
 0.12396405 0.12398572 0.12401978 0.12402597 0.12403527 0.12403837
 0.12405386 0.12406935 0.12407865 0.12409106 0.12409416 0.12411897
 0.12413759 0.1241469  0.12415931 0.12417173 0.12418415 0.12419657
 0.12421211 0.12422453 0.12426184 0.12426495 0.12427427 0.1242836
 0.12429294 0.12429916 0.12431472 0.12432405 0.12433339 0.12434273
 0.12436141 0.12436764 0.1243801  0.12438945 0.12440815 0.12441438
 0.12443309 0.12443932 0.12444244 0.12445491 0.12446115 0.12447675
 0.1244986  0.12450484 0.12451733 0.12452669 0.12453918 0.12455168
 0.12456105 0.12457355 0.12459543 0.12461106 0.12462357 0.12463295
 0.12463608 0.12465172 0.12465798 0.12466424 0.1246705  0.12469554
 0.12470181 0.12470494 0.1247112  0.12471433 0.12471746 0.12472373
 0.12472999 0.12473939 0.12474566 0.12475506 0.1247582  0.12476446
 0.12478328 0.12479268 0.12480523 0.12482405 0.12483346 0.12484916
 0.12485857 0.12487113 0.12488369 0.12488683 0.12489311 0.12489626
 0.12490568 0.12492453 0.12493082 0.12494653 0.12497483 0.12499056
 0.12499685 0.12501259 0.12502518 0.12503462 0.12504721 0.12505981
 0.12506926 0.12507871 0.12508186 0.12509761 0.12510707 0.12511653
 0.12512283 0.12514806 0.12515121 0.12516383 0.12518276 0.12519223
 0.12520169 0.12520801 0.12523643 0.12525538 0.12526486 0.12527118
 0.1252775  0.12529014 0.1252933  0.12530595 0.1253186  0.12533441
 0.12533757 0.12535339 0.12537871 0.12539454 0.12541354 0.12541671
 0.12541988 0.12542621 0.12542938 0.12543888 0.12546107 0.12546741
 0.12548643 0.12550546 0.1255118  0.12553401 0.12554353 0.12555306
 0.1255594  0.12556575 0.12556893 0.12558163 0.12558798 0.12559433
 0.12560704 0.1256134  0.12562928 0.12563564 0.12564836 0.12566107
 0.12566743 0.1256897  0.12569288 0.12569606 0.12570561 0.12570879
 0.12571197 0.12572152 0.12572788 0.12573744 0.12577884 0.12579477
 0.12579795 0.12580751 0.1258107  0.12582664 0.12583621 0.12584896
 0.12585215 0.12586172 0.1258681  0.12587129 0.12588086 0.12588724
 0.1259032  0.12590959 0.12592236 0.12594152 0.12595749 0.12596388
 0.12597986 0.12599264 0.12600863 0.12601502 0.12602781 0.12604381
 0.12604701 0.12605661 0.12606621 0.12606941 0.12607581 0.12608541
 0.12608861 0.12609822 0.12610462 0.12611423 0.12611743 0.12612704
 0.12613986 0.12614947 0.1261719  0.12619114 0.12619756 0.12621359
 0.1262168  0.12623284 0.12625531 0.12626173 0.12627136 0.12627457
 0.1262842  0.12630669 0.12631311 0.12633561 0.12634525 0.12636132
 0.12636775 0.12638062 0.12638705 0.12639348 0.12640314 0.12640957
 0.12641923 0.12643854 0.12644498 0.12645464 0.12645786 0.12647396
 0.12648362 0.12649973 0.1265094  0.12652874 0.12654486 0.12655131
 0.12657389 0.12658357 0.12659648 0.12660616 0.12660939 0.12663199
 0.12663522 0.12664167 0.12664813 0.12666429 0.12667075 0.12669337
 0.12670953 0.12671277 0.12672893 0.12673864 0.12674834 0.12677099
 0.12678717 0.12679365 0.12680336 0.12681955 0.12682279 0.12682927
 0.12683251 0.12683575 0.12685195 0.12687139 0.12687787 0.12688436
 0.12689408 0.12691354 0.12692003 0.12692976 0.12693625 0.12694923
 0.12696221 0.12698169 0.12699143 0.12701742 0.12702392 0.12704016
 0.12705642 0.12707592 0.12709544 0.1271052  0.12711496 0.12712797
 0.12713774 0.1271475  0.12715727 0.12717029 0.12717355 0.12718007
 0.12719961 0.12720287 0.12720939 0.12721264 0.1272159  0.12722894
 0.1272322  0.1272485  0.12726154 0.12727133 0.12729417 0.12730722
 0.1273268  0.12732075 0.12733381 0.12735014 0.12735341 0.12735668
 0.12736321 0.12737955 0.12739262 0.1274057  0.12741878 0.12742205
 0.12742859 0.12744167 0.12744821 0.12746784 0.12748094 0.1274973
 0.12750385 0.12750713 0.12753005 0.12755954 0.1275661  0.12756937
 0.12757921 0.12759232 0.12760216 0.12760872 0.12761856 0.1276284
 0.12764481 0.12764809 0.12765793 0.1276645  0.12767763 0.1276842
 0.1277039  0.12772033 0.1277269  0.12773347 0.12773676 0.12775977
 0.12776963 0.12777292 0.12777949 0.12779923 0.12782226 0.12783542
 0.12784859 0.12786176 0.12786835 0.12787823 0.1278914  0.12790129
 0.12790458 0.12791117 0.12793424 0.12794084 0.12794413 0.12795073
 0.12796062 0.12798371 0.12799031 0.12801011 0.12801671 0.12802331
 0.12803321 0.12803982 0.12804972 0.12805633 0.12806954 0.12807615
 0.12808276 0.12809267 0.1281125  0.12811911 0.12812242 0.12814887
 0.1281588  0.12818527 0.12819189 0.12820182 0.12820844 0.12821837
 0.12822831 0.12824155 0.12825149 0.12826474 0.12826806 0.12828794
 0.12829126 0.12830784 0.12831115 0.12831778 0.1283211  0.12832773
 0.128341   0.12835759 0.12836423 0.1283775  0.12838082 0.12838746
 0.12839078 0.1283941  0.12841403 0.12843064 0.12843396 0.1284539
 0.12846719 0.12847384 0.12847716 0.12849711 0.12850709 0.1285204
 0.12852372 0.12853371 0.12853703 0.12852113 0.12852445 0.12853444
 0.12854775 0.12855774 0.12856773 0.12857439 0.12859104 0.1286077
 0.12861436 0.12863436 0.12864103 0.12865103 0.12867104 0.12868105
 0.12869439 0.12871441 0.12872442 0.12872776 0.12874112 0.12875113
 0.12875447 0.12876115 0.12876449 0.12877451 0.1287812  0.1287979
 0.12881127 0.12882464 0.12883467 0.12884805 0.1288514  0.12885808
 0.12886143 0.12887147 0.1288882  0.12889824 0.12890828 0.12891163
 0.12891497 0.12893506 0.12894176 0.12894846 0.12895181 0.12896186
 0.12897527 0.12899873 0.12900208 0.12901884 0.1290222  0.1290289
 0.12905574 0.12907252 0.1290893  0.12909266 0.12909602 0.12909937
 0.12910273 0.12910945 0.12911616 0.1291296  0.12913296 0.12914976
 0.12916992 0.12918    0.12918673 0.12919009 0.12920018 0.12920354
 0.1292069  0.12922372 0.12922708 0.12923718 0.12925064 0.12925737
 0.12926747 0.12928767 0.12930114 0.12930451 0.12930787 0.12934831
 0.12935505 0.12937528 0.12937865 0.12938877 0.12939888 0.129409
 0.12942925 0.12944275 0.12944612 0.1294495  0.12945625 0.129463
 0.12947651 0.12948327 0.12948664 0.12949002 0.12949678 0.12951367
 0.12952043 0.12953733 0.12954409 0.12955085 0.129561   0.12956438
 0.12957114 0.12958129 0.12959144 0.12960497 0.12961512 0.12963205
 0.12963543 0.12964559 0.12966252 0.12967607 0.12967946 0.12968962
 0.12970318 0.12972012 0.12973369 0.12975742 0.12976421 0.12977099
 0.12977778 0.12978796 0.12979814 0.12980832 0.12981851 0.12982869
 0.12984227 0.12984567 0.12985586 0.12986605 0.12987285 0.12987964
 0.12989664 0.12991364 0.12992044 0.12993744 0.12994764 0.12996125
 0.12998848 0.12999869 0.1300089  0.13001572 0.13001912 0.13003615
 0.13003956 0.13004637 0.13006    0.13006341 0.13007704 0.13008727
 0.13011796 0.13012137 0.13012478 0.13015207 0.1301589  0.13017596
 0.13018279 0.13018962 0.13019303 0.13019645 0.13021011 0.13021694
 0.13022719 0.13024427 0.13024769 0.13026136 0.1302682  0.13028529
 0.13028871 0.13029897 0.13030924 0.13031608 0.13033661 0.13034687
 0.1303503  0.13036399 0.13037769 0.13038453 0.13039481 0.13040509
 0.13042907 0.13043593 0.13045992 0.13047021 0.13049079 0.13049422
 0.13051137 0.13051823 0.13053196 0.13053883 0.13055256 0.13055943
 0.1305766  0.13058347 0.13059721 0.13060065 0.13060408 0.13062127
 0.13063845 0.13064533 0.13066253 0.13066596 0.1306866  0.13069005
 0.13070381 0.13071414 0.13072446 0.13073135 0.13073479 0.13074512
 0.13074856 0.13076579 0.1307899  0.13080024 0.13081748 0.13083817
 0.13085886 0.13087611 0.13088991 0.13090717 0.13093825 0.1309417
 0.13095207 0.13096243 0.13096934 0.13098662 0.13099699 0.13101082
 0.13101428 0.13102465 0.13103849 0.13104541 0.13105233 0.13105579
 0.13108001 0.13109732 0.13110424 0.13110771 0.13112502 0.13113542
 0.13114927 0.13116313 0.13117007 0.13117353 0.13118393 0.13119433
 0.13121514 0.13122208 0.13122902 0.13123596 0.13124636 0.13126025
 0.13127066 0.13127413 0.13128455 0.13129149 0.13129844 0.13130886
 0.1313297  0.13133665 0.13134012 0.13135403 0.13136445 0.13136793
 0.13137488 0.13139227 0.13139923 0.13143054 0.13144098 0.13144446
 0.13145838 0.13146535 0.13147579 0.13149321 0.13150366 0.13151411
 0.13152456 0.1315385  0.13155942 0.13156639 0.13157685 0.13159081
 0.13160476 0.13161523 0.13163268 0.13163966 0.13164315 0.13166061
 0.13167458 0.13168506 0.13169205 0.13169903 0.13170602 0.13172699
 0.13173398 0.13174098 0.13175496 0.13175846 0.13177245 0.13177945
 0.13178644 0.13180044 0.13181444 0.13183194 0.13183544 0.13183895
 0.13184595 0.13184945 0.13186346 0.13188098 0.13189149 0.13191252
 0.13192304 0.13193706 0.13195109 0.13196863 0.13197916 0.1319967
 0.13201425 0.13202128 0.13203532 0.13204586 0.13205288 0.13206694
 0.13207045 0.13208802 0.13209857 0.13210208 0.13211966 0.1321267
 0.1321478  0.13216187 0.13217595 0.13218651 0.13219355 0.13220763
 0.13221115 0.13223581 0.13224285 0.13226752 0.13228514 0.13229219
 0.13229572 0.13229925 0.13230277 0.13231335 0.13231688 0.13233804
 0.1323451  0.13235216 0.13236627 0.13237686 0.13238039 0.13238745
 0.13240158 0.13240864 0.13241924 0.13242277 0.13242984 0.1324369
 0.13244397 0.13246871 0.13247578 0.132497   0.13250407 0.13251468
 0.13252176 0.13252883 0.13253945 0.13255715 0.13256069 0.13256777
 0.13258193 0.13259255 0.13260318 0.13260672 0.13261381 0.13262089
 0.13262798 0.13263507 0.1326457  0.13264924 0.13265988 0.13266342
 0.13267406 0.1326847  0.13270244 0.13270598 0.13271663 0.13272372
 0.13272727 0.13273082 0.13273792 0.13274147 0.13274857 0.13276277
 0.13277342 0.13279474 0.13280539 0.13281605 0.13282316 0.13283382
 0.1328516  0.13286582 0.13288005 0.13289428 0.13290139 0.13291563
 0.13292631 0.13294411 0.13295123 0.13295479 0.13296547 0.13297972
 0.13298685 0.13301535 0.13302605 0.13303674 0.13304387 0.13306171
 0.13309025 0.13309381 0.13310452 0.13311523 0.13312237 0.13313665
 0.13314379 0.13314736 0.13316522 0.13319023 0.13321168 0.13321883
 0.13323313 0.13324386 0.13325101 0.13326174 0.13326532 0.13327248
 0.13328321 0.13330827 0.13331901 0.13332259 0.13333333 0.13334408
 0.13334766 0.13335841 0.13337274 0.13339783 0.13340858 0.13342651
 0.1334301  0.13343727 0.13344803 0.1334588  0.13346956 0.13349469
 0.13349828 0.13352342 0.13354138 0.13355575 0.13357012 0.1335809
 0.13359888 0.13361686 0.13362405 0.13362765 0.13363844 0.13365284
 0.13367083 0.13368523 0.13368883 0.13369603 0.13370684 0.13373205
 0.13374286 0.13374646 0.13375007 0.13375728 0.13376809 0.13377169
 0.13378251 0.13380054 0.13381497 0.13381857 0.13382218 0.13382579
 0.13385105 0.13385466 0.13386549 0.13388354 0.13389076 0.13390882
 0.13391243 0.13392327 0.13393411 0.13395218 0.13396664 0.13397387
 0.13398472 0.13398834 0.13399557 0.13399919 0.13400642 0.1340209
 0.13402813 0.13403537 0.13404985 0.13406795 0.13408606 0.13410417
 0.13410779 0.13412954 0.13414766 0.13415129 0.13415491 0.13416579
 0.13418029 0.13419118 0.13419843 0.13421295 0.1342202  0.13422383
 0.13422746 0.13423109 0.13423835 0.13424561 0.13426014 0.13426377
 0.13427466 0.13429283 0.13429646 0.13430373 0.1343219  0.13430574
 0.13431664 0.13432391 0.13433119 0.13433846 0.13434937 0.13436028
 0.13436755 0.13437483 0.13440758 0.13441122 0.13444035 0.13444399
 0.13445856 0.13446585 0.13447314 0.13448407 0.134495   0.13449864
 0.13450594 0.13450958 0.13452781 0.13454605 0.13454969 0.13455699
 0.13457158 0.13457523 0.13458618 0.13460078 0.13460443 0.13460808
 0.13461538 0.13462269 0.13462999 0.13464095 0.1346446  0.13464825
 0.13465556 0.13466652 0.13467383 0.13468845 0.13471038 0.13472501
 0.13473233 0.1347433  0.13475062 0.13476159 0.13476891 0.13477623
 0.13477989 0.13478355 0.13479454 0.1347982  0.13481284 0.13481651
 0.13482383 0.13482749 0.13483848 0.13487513 0.13489346 0.13490446
 0.13492279 0.1349448  0.13494847 0.13495581 0.13498518 0.13498885
 0.13499986 0.13500721 0.13501088 0.13502925 0.1350366  0.13505129
 0.13505497 0.13506967 0.13507702 0.13509909 0.13510276 0.1351138
 0.13513587 0.13514323 0.13515427 0.13515795 0.13516163 0.135169
 0.13517268 0.1351874  0.13520214 0.1352095  0.13522792 0.13523529
 0.13524266 0.13525741 0.13526478 0.13529428 0.13530165 0.13530534
 0.13531641 0.13532748 0.13533486 0.13534224 0.13534962 0.13536439
 0.13537177 0.13537547 0.13539393 0.13540501 0.13541979 0.13543088
 0.13543457 0.13544197 0.13545306 0.13546045 0.13547154 0.13547524
 0.13548634 0.13549743 0.13550853 0.13551223 0.13553444 0.13553814
 0.13554924 0.13555295 0.13555665 0.13556776 0.13557516 0.13558627
 0.13559739 0.1356048  0.13561591 0.13563074 0.13565298 0.13565669
 0.13566411 0.13567152 0.13567894 0.13568636 0.13569007 0.13569378
 0.1357012  0.13571233 0.13571975 0.13573831 0.13575317 0.13577545
 0.13579031 0.13580889 0.1358126  0.13582747 0.13583862 0.13584234
 0.13584606 0.13585722 0.13586837 0.13589442 0.1359093  0.13593536
 0.13593908 0.13595025 0.13595398 0.13597633 0.13598378 0.13599496
 0.13602478 0.13604342 0.13605461 0.1360658  0.13608072 0.13609565
 0.13609938 0.13610685 0.13611804 0.13612924 0.13614045 0.13615165
 0.13616286 0.13616659 0.13617033 0.13618901 0.13619275 0.13619649
 0.13621144 0.13622639 0.13623761 0.13625257 0.1362638  0.13626754
 0.13628251 0.13628625 0.13628999 0.13629373 0.13629748 0.13630871
 0.13631994 0.13632368 0.13634615 0.13635365 0.13637238 0.13638737
 0.13639861 0.13640236 0.13641361 0.13642486 0.13643611 0.13644736
 0.13645487 0.13646612 0.13647363 0.13648489 0.1364924  0.13650366
 0.13651868 0.13653746 0.13654497 0.13657879 0.13659382 0.1366051
 0.13660886 0.13661262 0.13661638 0.13662391 0.13663143 0.13663895
 0.13664648 0.13665776 0.13668411 0.13669164 0.13670293 0.13671046
 0.13672553 0.13673683 0.1367519  0.13675567 0.13675944 0.13676321
 0.13677451 0.1368009  0.13680845 0.13681222 0.13681599 0.13682353
 0.1368424  0.13684994 0.13686504 0.13686881 0.13687636 0.13689902
 0.13690657 0.13691034 0.13691412 0.13692168 0.13693679 0.13694434
 0.13695946 0.13696702 0.1369708  0.13697836 0.1369897  0.13700105
 0.13701996 0.13702374 0.13703509 0.1370578  0.13706159 0.13707294
